#SpecName	Band	ew(A)	ew_error(A)	Flux	Flux_error
templates-2dF_OBall/B0.5-III-2dF1384.dat	CaIIK/3928	-0.256329305266	0.0	0.22753341834	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	HeI/4009	0.2714903332	0.0	-0.248682074915	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	HeI/4026	0.486444794085	0.0	-0.445973513328	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	SiIV/4088	0.209986242518	0.0	-0.191646397925	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	SiIV/4116	0.147703792826	0.0	-0.134262541404	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	HeI/4121	0.30025210398	0.0	-0.272693061502	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	SiII/4130	0.172161887484	0.0	-0.156168332292	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	HeI/4144	0.353707350991	0.0	-0.320154418917	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	HeII/4200	-0.010104088564	0.0	0.00910335464819	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	FeII/4233	-0.0623588766626	0.0	0.0561139193181	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	HeI/4387	0.374627943236	0.0	-0.339478061035	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	OII/4416	0.0776732926834	0.0	-0.0704589549984	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	HeI/4471	0.294475394471	0.0	-0.266030260921	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	MgII/4481	0.0499749016103	0.0	-0.0452334996727	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	HeII/4541	0.00493528633541	0.0	-0.00447182451978	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	SiIII/4553	0.100180932601	0.0	-0.0906371338578	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	OII+CIII/4645	0.523746185786	0.0	-0.472417342663	0.0
templates-2dF_OBall/B0.5-III-2dF1384.dat	HeII/4686	0.200267470685	0.0	-0.180978465648	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	CaIIK/3928	0.266304050256	0.0	-0.243981644273	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	HeI/4009	0.364766127471	0.0	-0.33210525692	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	HeI/4026	0.626376063928	0.0	-0.570798360983	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	SiIV/4088	0.115916985006	0.0	-0.105471510465	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	SiIV/4116	0.0882607225748	0.0	-0.0801547066793	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	HeI/4121	0.217296355873	0.0	-0.197258930203	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	SiII/4130	0.0131149905516	0.0	-0.0118987375321	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	HeI/4144	0.39944814097	0.0	-0.36203406154	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	HeII/4200	0.163963184699	0.0	-0.148189722517	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	FeII/4233	-0.00750751241243	0.0	0.00677626367695	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	HeI/4387	0.430660755838	0.0	-0.388468563125	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	OII/4416	0.0843299980662	0.0	-0.0756801389731	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	HeI/4471	0.427710196027	0.0	-0.383407148388	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	MgII/4481	0.00920075679373	0.0	-0.00828662514687	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	HeII/4541	0.121042099183	0.0	-0.110206472393	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	SiIII/4553	-0.00856189756897	0.0	0.00779287551632	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	OII+CIII/4645	0.446180237464	0.0	-0.404254448414	0.0
templates-2dF_OBall/B0.5-III-2dF1644.dat	HeII/4686	0.149937945695	0.0	-0.135026394031	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	CaIIK/3928	0.122824296639	0.0	-0.111508622944	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	HeI/4009	0.0827647826691	0.0	-0.0752963534974	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	HeI/4026	0.680000112355	0.0	-0.618988707117	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	SiIV/4088	0.250032239678	0.0	-0.227087346211	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	SiIV/4116	0.275796453786	0.0	-0.249959030724	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	HeI/4121	0.256494921063	0.0	-0.232360456742	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	SiII/4130	0.144853718036	0.0	-0.131139729572	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	HeI/4144	0.280284121618	0.0	-0.25346072276	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	HeII/4200	0.178925972774	0.0	-0.162215591672	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	FeII/4233	-0.0102382307281	0.0	0.00933185277785	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	HeI/4387	0.332540319201	0.0	-0.305154782274	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	OII/4416	-0.0265816057065	0.0	0.0242418173032	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	HeI/4471	0.384358230473	0.0	-0.345148866706	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	MgII/4481	0.145713920621	0.0	-0.131161305639	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	HeII/4541	0.0470773592735	0.0	-0.0426609374144	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	SiIII/4553	0.0488352907154	0.0	-0.0442679920617	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	OII+CIII/4645	0.223645021855	0.0	-0.204331640402	0.0
templates-2dF_OBall/B0.5-III-2dF2379.dat	HeII/4686	0.208976290863	0.0	-0.190618796524	0.0
